index,year,accident,accident_url,infobox,Accident title,Date,Location,Coordinates,Cause,Deaths
174,1989,/wiki/Ufa_train_disaster,https://en.wikipedia.org//wiki/Ufa_train_disaster,"{'Date': '4 June 1989 1:15', 'Accident title': 'Ufa train disaster', 'Location': 'Iglinsky District, Bashkir ASSR', 'Coordinates': '54°56′38″N 57°5′10″E\ufeff / \ufeff54.94389°N 57.08611°E\ufeff / 54.94389; 57.08611Coordinates: 54°56′38″N 57°5′10″E\ufeff / \ufeff54.94389°N 57.08611°E\ufeff / 54.94389; 57.08611', 'Country': 'Soviet Union', 'Line': 'Kuybyshev Railway', 'Trains': '2', 'Passengers': '1,300', 'Deaths': '575', 'Injured': '800', 'Damage': '2 Trains'}",Ufa train disaster,4 June 1989 1:15,"Iglinsky District, Bashkir ASSR", 54.94389; 57.08611,,575
174,1989,/wiki/Template:1989_railway_accidents,https://en.wikipedia.org//wiki/Template:1989_railway_accidents,not a train accident,,,,,,
175,1990,/wiki/1990_Philadelphia_subway_accident,https://en.wikipedia.org//wiki/1990_Philadelphia_subway_accident,not a train accident,,,,,,
175,1990,/wiki/1990_Stafford_rail_crash,https://en.wikipedia.org//wiki/1990_Stafford_rail_crash,No infobox,,,,,,
175,1990,"/wiki/1990_Back_Bay,_Massachusetts_train_collision","https://en.wikipedia.org//wiki/1990_Back_Bay,_Massachusetts_train_collision","{'Date': 'December 12, 1990 8:23 AM', 'Accident title': '1990 Back Bay, Massachusetts train collision', 'Location': 'Back Bay, Boston, Massachusetts, US', 'Coordinates': '42°20′50″N 71°04′32″W\ufeff / \ufeff42.3473°N 71.0755°W\ufeff / 42.3473; -71.0755Coordinates: 42°20′50″N 71°04′32″W\ufeff / \ufeff42.3473°N 71.0755°W\ufeff / 42.3473; -71.0755', 'Country': 'United States', 'Line': 'Northeast Corridor', 'Operator': 'AmtrakMBTA', 'Incident type': 'Derailment and collision', 'Cause': 'Excessive speed', 'Trains': '2', 'Passengers': '1,102', 'Deaths': '0', 'Injured': '453', 'Damage': '$14 million'}","1990 Back Bay, Massachusetts train collision","December 12, 1990 8:23 AM","Back Bay, Boston, Massachusetts, US", 42.3473; -71.0755,Excessive speed,0
175,1990,/wiki/Cowan_rail_accident,https://en.wikipedia.org//wiki/Cowan_rail_accident,"{'Date': '6 May 1990 7:20 pm', 'Accident title': 'Cowan rail accident', 'Location': 'Brooklyn, New South Wales', 'Coordinates': '33°33′16″S 151°11′47″E\ufeff / \ufeff33.55432°S 151.19633°E\ufeff / -33.55432; 151.19633Coordinates: 33°33′16″S 151°11′47″E\ufeff / \ufeff33.55432°S 151.19633°E\ufeff / -33.55432; 151.19633', 'Country': 'Australia', 'Line': 'Newcastle and Central Coast railway line', 'Operator': '3801 Limited, CityRail', 'Incident type': 'Collision', 'Cause': 'Signaling fault', 'Trains': '2', 'Deaths': '6', 'Injured': '106'}",Cowan rail accident,6 May 1990 7:20 pm,"Brooklyn, New South Wales", -33.55432; 151.19633,Signaling fault,6
175,1990,/wiki/R%C3%BCsselsheim_train_disaster,https://en.wikipedia.org//wiki/R%C3%BCsselsheim_train_disaster,"{'Date': 'February 2, 1990 16:45', 'Accident title': 'Rüsselsheim train disaster', 'Location': 'Rüsselsheim, Hessen', 'Country': 'West Germany', 'Line': 'Main Railway', 'Incident type': 'Collision', 'Trains': '2', 'Deaths': '17', 'Injured': '145', 'Damage': '6 mio DM'}",Rüsselsheim train disaster,"February 2, 1990 16:45","Rüsselsheim, Hessen",,,17
175,1990,/wiki/Sukkur_rail_disaster,https://en.wikipedia.org//wiki/Sukkur_rail_disaster,"{'Date': '4 January 1990', 'Accident title': 'Sukkur rail disaster', 'Location': 'Sukkur', 'Country': 'Pakistan', 'Line': 'Multan to Karachi', 'Operator': 'Pakistan Railways', 'Incident type': 'collision', 'Cause': 'Incorrectly set points', 'Trains': '2', 'Deaths': '307', 'Injured': '700'}",Sukkur rail disaster,4 January 1990,Sukkur,,Incorrectly set points,307
175,1990,/wiki/Ursus_rail_crash,https://en.wikipedia.org//wiki/Ursus_rail_crash,"{'Date': '20 August 1990 6:20\xa0am', 'Accident title': 'Ursus rail crash', 'Location': 'near Warszawa Ursus railway station', 'Country': 'Poland', 'Line': 'Warszawa Zachodnia - Katowice', 'Operator': 'Polish State Railways', 'Cause': 'Signal fault', 'Trains': '\nInterExpress 41008 Silesia Praha hl.n. - Warszawa Wschodnia[1]\nOs 6114 Szklarska Poręba Górna - Warszawa Wschodnia[2]\n', 'Deaths': '16', 'Injured': '43'}",Ursus rail crash,20 August 1990 6:20 am,near Warszawa Ursus railway station,,Signal fault,16
175,1990,/wiki/Template:1990_railway_accidents,https://en.wikipedia.org//wiki/Template:1990_railway_accidents,not a train accident,,,,,,
176,1991,/wiki/1991_Miaoli_train_collision,https://en.wikipedia.org//wiki/1991_Miaoli_train_collision,"{'Date': '15 November 1991 About 16:00 local time', 'Accident title': '1991 Miaoli train collision', 'Location': 'Zaoqiao, Miaoli County', 'Coordinates': '24°39′58″N 120°50′5″E\ufeff / \ufeff24.66611°N 120.83472°E\ufeff / 24.66611; 120.83472', 'Country': 'Taiwan', 'Line': 'Taichung Line', 'Operator': 'Taiwan Railways Administration', 'Incident type': 'Collision', 'Trains': '2', 'Deaths': '30', 'Injured': '112'}",1991 Miaoli train collision,15 November 1991 About 16:00 local time,"Zaoqiao, Miaoli County", 24.66611; 120.83472,,30
176,1991,/wiki/Cannon_Street_station_rail_crash,https://en.wikipedia.org//wiki/Cannon_Street_station_rail_crash,"{'Date': '8 January 1991', 'Accident title': 'Cannon Street station rail crash', 'Location': 'Cannon Street station', 'Country': 'England', 'Operator': 'Network SouthEast', 'Incident type': 'Collision', 'Cause': ""Driver's error"", 'Trains': '1', 'Passengers': '832+[1]', 'Deaths': '2', 'Injured': '542'}",Cannon Street station rail crash,8 January 1991,Cannon Street station,,Driver's error,2
176,1991,/wiki/Newton_(South_Lanarkshire)_rail_accident,https://en.wikipedia.org//wiki/Newton_(South_Lanarkshire)_rail_accident,"{'Date': '21 July 1991', 'Accident title': 'Newton (South Lanarkshire) rail accident', 'Location': 'near Newton, South Lanarkshire', 'Country': 'Scotland', 'Line': 'Argyle Line/Cathcart Circle LineStrathclyde Passenger Transport(West Coast Main Line)', 'Cause': 'SPAD, inadequate junction layout', 'Trains': '2', 'Deaths': '4', 'Injured': '22'}",Newton (South Lanarkshire) rail accident,21 July 1991,"near Newton, South Lanarkshire",,"SPAD, inadequate junction layout",4
176,1991,/wiki/Severn_Tunnel_rail_accident,https://en.wikipedia.org//wiki/Severn_Tunnel_rail_accident,"{'Date': '7 December 1991', 'Accident title': 'Severn Tunnel rail accident', 'Location': 'Severn Tunnel', 'Country': 'United Kingdom', 'Line': 'South Wales Main Line', 'Operator': 'InterCityRegional Railways', 'Owner': 'British Rail', 'Cause': 'Axle counter failure or driver error', 'Trains': '2', 'Vehicles': 'InterCity 125Class 155', 'Deaths': '0', 'Injured': '185 (5 serious)'}",Severn Tunnel rail accident,7 December 1991,Severn Tunnel,,Axle counter failure or driver error,0
176,1991,/wiki/Shigaraki_train_disaster,https://en.wikipedia.org//wiki/Shigaraki_train_disaster,"{'Date': 'May 14, 1991 10:35', 'Accident title': 'Shigaraki train disaster', 'Location': 'Shigaraki, Shiga', 'Country': 'Japan', 'Line': 'SKR Shigaraki Line', 'Operator': 'JR West, SKR', 'Incident type': 'Collision', 'Cause': 'Signal passed at danger', 'Trains': '2', 'Passengers': '716', 'Deaths': '42', 'Injured': '614'}",Shigaraki train disaster,"May 14, 1991 10:35","Shigaraki, Shiga",,Signal passed at danger,42
176,1991,/wiki/1991_Union_Square_derailment,https://en.wikipedia.org//wiki/1991_Union_Square_derailment,"{'Date': 'August 28, 1991 12:12 a.m.', 'Accident title': '1991 Union Square derailment', 'Location': 'North of 14th Street–Union Square', 'Coordinates': '40°44′10″N 73°59′22″W\ufeff / \ufeff40.73602°N 73.98952°W\ufeff / 40.73602; -73.98952Coordinates: 40°44′10″N 73°59′22″W\ufeff / \ufeff40.73602°N 73.98952°W\ufeff / 40.73602; -73.98952', 'Country': 'United States', 'Line': 'IRT Lexington Avenue Line', 'Operator': 'New York City Transit Authority', 'Incident type': 'Derailment', 'Cause': 'Intoxication, driver error, speeding', 'Trains': '1', 'Passengers': '216', 'Deaths': '5', 'Injured': '161 (16 seriously)'}",1991 Union Square derailment,"August 28, 1991 12:12 a.m.",North of 14th Street–Union Square, 40.73602; -73.98952,"Intoxication, driver error, speeding",5
176,1991,/wiki/Template:1991_railway_accidents,https://en.wikipedia.org//wiki/Template:1991_railway_accidents,not a train accident,,,,,,
177,1992,/wiki/Hoofddorp_train_accident,https://en.wikipedia.org//wiki/Hoofddorp_train_accident,"{'Date': '30 November 1992 07:15', 'Accident title': 'Hoofddorp train accident', 'Location': 'Near Hoofddorp', 'Country': 'Netherlands', 'Operator': 'Nederlandse Spoorwegen', 'Cause': 'High speed due to insufficient communication with operator.', 'Deaths': '5[1]', 'Injured': '33'}",Hoofddorp train accident,30 November 1992 07:15,Near Hoofddorp,,High speed due to insufficient communication with operator.,5[1]
177,1992,/wiki/Podsosenka_train_disaster,https://en.wikipedia.org//wiki/Podsosenka_train_disaster,"{'Date': '3 March 1992', 'Accident title': 'Podsosenka train disaster', 'Location': 'Nelidovo, Tver Oblast', 'Country': 'Russia', 'Cause': 'Signal passed at danger', 'Deaths': '43', 'Injured': '108'}",Podsosenka train disaster,3 March 1992,"Nelidovo, Tver Oblast",,Signal passed at danger,43
177,1992,/wiki/Rail_accidents_at_Morpeth,https://en.wikipedia.org//wiki/Rail_accidents_at_Morpeth,"{'Date': '25 March 1877', 'Accident title': 'Rail accidents at Morpeth', 'Location': 'Morpeth, Northumberland', 'Country': 'England', 'Line': 'East Coast Main Line', 'Cause': 'Defective track', 'Trains': '1', 'Deaths': '5', 'Injured': '17'}",Rail accidents at Morpeth,25 March 1877,"Morpeth, Northumberland",,Defective track,5
177,1992,/wiki/T%C3%A5sen_accident,https://en.wikipedia.org//wiki/T%C3%A5sen_accident,"{'Date': 'February 24, 1992 12:55 p.m. EDT (06:55 UTC +1)', 'Accident title': 'Tåsen accident', 'Location': 'Between Tåsen and Østhorn stations at Nordberg, Oslo', 'Country': 'Norway', 'Line': 'Sognsvann Line', 'Operator': 'Oslo Sporveier', 'Incident type': 'Collision between passenger train and excavator', 'Trains': 'One T1300 train and one excavator', 'Deaths': '1', 'Injured': '10'}",Tåsen accident,"February 24, 1992 12:55 p.m. EDT (06:55 UTC +1)","Between Tåsen and Østhorn stations at Nordberg, Oslo",,,1
177,1992,/wiki/Template:1992_railway_accidents,https://en.wikipedia.org//wiki/Template:1992_railway_accidents,not a train accident,,,,,,
178,1993,/wiki/Big_Bayou_Canot_rail_accident,https://en.wikipedia.org//wiki/Big_Bayou_Canot_rail_accident,"{'Date': 'September 22, 1993 2:53 am', 'Accident title': 'Big Bayou Canot rail accident', 'Location': 'Mobile, Alabama, U.S.', 'Coordinates': '30°49′02″N 87°59′36″W\ufeff / \ufeff30.8173°N 87.9932°W\ufeff / 30.8173; -87.9932Coordinates: 30°49′02″N 87°59′36″W\ufeff / \ufeff30.8173°N 87.9932°W\ufeff / 30.8173; -87.9932', 'Country': 'United States', 'Line': 'CSX Transportation', 'Operator': 'Amtrak', 'Incident type': 'Derailment', 'Cause': 'Barge collision with bridge / wrong design[1]', 'Trains': '1', 'Passengers': '220', 'Deaths': '47', 'Injured': '103'}",Big Bayou Canot rail accident,"September 22, 1993 2:53 am","Mobile, Alabama, U.S.", 30.8173; -87.9932,Barge collision with bridge / wrong design[1],47
178,1993,/wiki/Clementi_rail_accident,https://en.wikipedia.org//wiki/Clementi_rail_accident,"{'Date': '5\xa0August\xa01993\xa0(1993-08-05) 7.50 am SST', 'Accident title': 'Clementi rail accident', 'Location': 'Clementi MRT station', 'Coordinates': '1°18′55.09″N 103°45′54.88″E\ufeff / \ufeff1.3153028°N 103.7652444°E\ufeff / 1.3153028; 103.7652444Coordinates: 1°18′55.09″N 103°45′54.88″E\ufeff / \ufeff1.3153028°N 103.7652444°E\ufeff / 1.3153028; 103.7652444', 'Country': 'Singapore', 'Line': 'East West MRT Line', 'Operator': 'SMRT Trains', 'Incident type': 'Collision', 'Cause': 'Oil spill leading to reduced braking power', 'Trains': '2', 'Injured': '156'}",Clementi rail accident,5 August 1993 (1993-08-05) 7.50 am SST,Clementi MRT station, 1.3153028; 103.7652444,Oil spill leading to reduced braking power,
178,1993,/wiki/Template:1993_railway_accidents,https://en.wikipedia.org//wiki/Template:1993_railway_accidents,not a train accident,,,,,,
179,1994,/wiki/Cowden_rail_crash,https://en.wikipedia.org//wiki/Cowden_rail_crash,"{'Date': '15 October 1994', 'Accident title': 'Cowden rail crash', 'Location': 'Cowden railway station, Kent', 'Country': 'England', 'Line': 'Oxted Line', 'Operator': 'Network SouthCentral', 'Incident type': 'Single-line collision', 'Cause': 'SPAD caused by driver error', 'Trains': '2', 'Deaths': '5', 'Injured': '13'}",Cowden rail crash,15 October 1994,"Cowden railway station, Kent",,SPAD caused by driver error,5
179,1994,/wiki/1994_Dublin-Belfast_train_bombing,https://en.wikipedia.org//wiki/1994_Dublin-Belfast_train_bombing,not a train accident,,,,,,
179,1994,/wiki/Greenock_rail_crash,https://en.wikipedia.org//wiki/Greenock_rail_crash,"{'Date': '25 June 1994 23:00', 'Accident title': 'Greenock rail crash', 'Location': 'near Drumfrochar railway station, Greenock', 'Country': 'Scotland', 'Line': 'Inverclyde Line(Strathclyde Passenger Transport)', 'Operator': 'ScotRail', 'Cause': 'Vandalism', 'Trains': '1', 'Passengers': '4', 'Crew': '2', 'Deaths': '2'}",Greenock rail crash,25 June 1994 23:00,"near Drumfrochar railway station, Greenock",,Vandalism,2
179,1994,/wiki/Lausanne_derailment_(1994),https://en.wikipedia.org//wiki/Lausanne_derailment_(1994),No infobox,,,,,,
179,1994,/wiki/Rail_accidents_at_Morpeth,https://en.wikipedia.org//wiki/Rail_accidents_at_Morpeth,"{'Date': '25 March 1877', 'Accident title': 'Rail accidents at Morpeth', 'Location': 'Morpeth, Northumberland', 'Country': 'England', 'Line': 'East Coast Main Line', 'Cause': 'Defective track', 'Trains': '1', 'Deaths': '5', 'Injured': '17'}",Rail accidents at Morpeth,25 March 1877,"Morpeth, Northumberland",,Defective track,5
179,1994,/wiki/Template:1994_railway_accidents,https://en.wikipedia.org//wiki/Template:1994_railway_accidents,not a train accident,,,,,,
180,1995,/wiki/1995_Ais_Gill_rail_accident,https://en.wikipedia.org//wiki/1995_Ais_Gill_rail_accident,"{'Date': '31 January 1995 18:55', 'Accident title': '1995 Ais Gill rail accident', 'Location': 'Aisgill, Cumbria', 'Country': 'England', 'Line': 'Settle-Carlisle Line', 'Cause': 'Line obstructed by landslide', 'Trains': '2', 'Deaths': '1', 'Injured': '30+'}",1995 Ais Gill rail accident,31 January 1995 18:55,"Aisgill, Cumbria",,Line obstructed by landslide,1
180,1995,/wiki/1995_Baku_Metro_fire,https://en.wikipedia.org//wiki/1995_Baku_Metro_fire,not a train accident,,,,,,
180,1995,/wiki/Firozabad_rail_disaster,https://en.wikipedia.org//wiki/Firozabad_rail_disaster,"{'Date': '20 August 1995', 'Accident title': 'Firozabad rail disaster', 'Location': 'Firozabad', 'Country': 'India', 'Line': 'Northern Railway', 'Operator': 'Indian Railways', 'Incident type': 'Collision', 'Trains': '2', 'Passengers': '2200', 'Deaths': '358'}",Firozabad rail disaster,20 August 1995,Firozabad,,,358
180,1995,/wiki/1995_Fox_River_Grove_bus%E2%80%93train_collision,https://en.wikipedia.org//wiki/1995_Fox_River_Grove_bus%E2%80%93train_collision,"{'Date': 'October 25, 1995 7:10\xa0am', 'Accident title': '1995 Fox River Grove bus–train collision', 'Location': 'Fox River Grove, Illinois', 'Coordinates': '42°11′49.2″N 88°13′04.0″W\ufeff / \ufeff42.197000°N 88.217778°W\ufeff / 42.197000; -88.217778Coordinates: 42°11′49.2″N 88°13′04.0″W\ufeff / \ufeff42.197000°N 88.217778°W\ufeff / 42.197000; -88.217778', 'Country': 'United States', 'Line': 'Union Pacific/Northwest Line (Harvard Subdivision)', 'Operator': 'Union Pacific', 'Owner': 'Union Pacific (railline)Metra (rolling stock)', 'Incident type': 'Collision', 'Cause': 'Bus driver misjudgementTraffic signal timing', 'Bus': '1', 'Trains': '1', 'Passengers': '35 (school bus)120 (Metra train)', 'Crew': '1 (school bus)3 (Metra train)', 'Deaths': '7', 'Injured': '21'}",1995 Fox River Grove bus–train collision,"October 25, 1995 7:10 am","Fox River Grove, Illinois", 42.197000; -88.217778,Bus driver misjudgementTraffic signal timing,7
180,1995,/wiki/Garmisch-Partenkirchen_train_collision,https://en.wikipedia.org//wiki/Garmisch-Partenkirchen_train_collision,"{'Date': '12 December 1995', 'Accident title': 'Garmisch-Partenkirchen train collision', 'Location': 'Garmisch-Partenkirchen', 'Country': 'Germany', 'Line': 'Mittenwald Railway', 'Operator': 'ÖBB, DB', 'Incident type': 'Collision', 'Cause': 'SPAD whilst departing', 'Trains': '2', 'Passengers': '76', 'Deaths': '1', 'Injured': '41', 'Damage': '491 001 completely disabled after the accident'}",Garmisch-Partenkirchen train collision,12 December 1995,Garmisch-Partenkirchen,,SPAD whilst departing,1
180,1995,/wiki/Krouna_train_accident,https://en.wikipedia.org//wiki/Krouna_train_accident,"{'Date': '24 June 1995', 'Accident title': 'Krouna train accident', 'Location': 'Krouna', 'Coordinates': '49°47′18″N 16°1′59″E\ufeff / \ufeff49.78833°N 16.03306°E\ufeff / 49.78833; 16.03306Coordinates: 49°47′18″N 16°1′59″E\ufeff / \ufeff49.78833°N 16.03306°E\ufeff / 49.78833; 16.03306', 'Country': 'Czech Republic', 'Line': 'Svitavy – Žďárec u Skutče (line nr. 261)', 'Operator': 'Czech Railways', 'Incident type': 'Collision', 'Trains': '2', 'Passengers': '23', 'Deaths': '19', 'Injured': '4'}",Krouna train accident,24 June 1995,Krouna, 49.78833; 16.03306,,19
180,1995,/wiki/Mishima_Station_incident,https://en.wikipedia.org//wiki/Mishima_Station_incident,"{'Date': 'December 27, 1995 18:30', 'Accident title': 'Mishima Station incident', 'Location': 'Mishima, Shizuoka, Japan', 'Coordinates': '35°07′34.82″N 138°54′40.19″E\ufeff / \ufeff35.1263389°N 138.9111639°E\ufeff / 35.1263389; 138.9111639', 'Line': 'Tokaido Shinkansen', 'Operator': 'JR Central', 'Cause': 'Passenger negligence, Crew negligence, design fault', 'Deaths': '1'}",Mishima Station incident,"December 27, 1995 18:30","Mishima, Shizuoka, Japan", 35.1263389; 138.9111639,"Passenger negligence, Crew negligence, design fault",1
180,1995,"/wiki/1995_Palo_Verde,_Arizona_derailment","https://en.wikipedia.org//wiki/1995_Palo_Verde,_Arizona_derailment",No infobox,,,,,,
180,1995,/wiki/1995_Russell_Hill_subway_accident,https://en.wikipedia.org//wiki/1995_Russell_Hill_subway_accident,"{'Date': 'August 11, 1995 6:02 p.m.', 'Accident title': '1995 Russell Hill subway accident', 'Location': 'Toronto, Ontario', 'Country': 'Canada', 'Line': 'Line 1 Yonge–University', 'Operator': 'Toronto Transit Commission', 'Incident type': 'collision', 'Cause': 'operator error, equipment malfunction', 'Trains': 'H5, H1', 'Deaths': '3', 'Injured': '30 hospitalized, 100+ claims filed'}",1995 Russell Hill subway accident,"August 11, 1995 6:02 p.m.","Toronto, Ontario",,"operator error, equipment malfunction",3
180,1995,/wiki/1995_Williamsburg_Bridge_subway_collision,https://en.wikipedia.org//wiki/1995_Williamsburg_Bridge_subway_collision,"{'Date': 'June 5, 1995 6:18 a.m.', 'Accident title': '1995 Williamsburg Bridge subway collision', 'Location': 'Williamsburg Bridge', 'Country': 'United States', 'Operator': 'New York City Transit Authority', 'Incident type': 'Collision', 'Cause': 'Driver failed to stop at a signal because he was asleep[1]', 'Trains': '2', 'Deaths': '1', 'Injured': '54'}",1995 Williamsburg Bridge subway collision,"June 5, 1995 6:18 a.m.",Williamsburg Bridge,,Driver failed to stop at a signal because he was asleep[1],1
180,1995,/wiki/Template:1995_railway_accidents,https://en.wikipedia.org//wiki/Template:1995_railway_accidents,not a train accident,,,,,,
181,1996,/wiki/1996_Dniprodzerzhynsk_tram_accident,https://en.wikipedia.org//wiki/1996_Dniprodzerzhynsk_tram_accident,"{'Date': 'July 2, 1996 18:00 local time (15:00 UTC)[1]', 'Accident title': '1996 Dniprodzerzhynsk tram accident', 'Location': 'Kamianske (at the time Dniprodzerzhynsk), Dnipropetrovsk Oblast', 'Coordinates': '48°29′59.7″N 34°38′12.4″E\ufeff / \ufeff48.499917°N 34.636778°E\ufeff / 48.499917; 34.636778Coordinates: 48°29′59.7″N 34°38′12.4″E\ufeff / \ufeff48.499917°N 34.636778°E\ufeff / 48.499917; 34.636778', 'Country': 'Ukraine', 'Line': '2a on Chapaev Street', 'Operator': 'Dniprodzerzhynsk Tramway', 'Incident type': 'Derailment', 'Cause': 'Brake failure[2]', 'Trains': '1', 'Passengers': '≥ 150', 'Deaths': '34', 'Injured': '100+'}",1996 Dniprodzerzhynsk tram accident,"July 2, 1996 18:00 local time (15:00 UTC)[1]","Kamianske (at the time Dniprodzerzhynsk), Dnipropetrovsk Oblast", 48.499917; 34.636778,Brake failure[2],34
181,1996,/wiki/1996_Secaucus_train_collision,https://en.wikipedia.org//wiki/1996_Secaucus_train_collision,"{'Date': 'February 9, 1996 8:40 a.m. (EST)', 'Accident title': '1996 Secaucus train collision', 'Location': 'Secaucus, New Jersey', 'Coordinates': '40°45′7.26″N 74°4′11.70″W\ufeff / \ufeff40.7520167°N 74.0699167°W\ufeff / 40.7520167; -74.0699167Coordinates: 40°45′7.26″N 74°4′11.70″W\ufeff / \ufeff40.7520167°N 74.0699167°W\ufeff / 40.7520167; -74.0699167', 'Country': 'United States', 'Line': 'Bergen County Line & Main Line', 'Operator': 'NJ Transit', 'Incident type': 'Collision', 'Cause': 'Signal passed at danger due to color blindness of train engineer', 'Trains': '2 (Trains #1254 and #1107)', 'Passengers': '400', 'Crew': '6', 'Deaths': '3', 'Injured': '162'}",1996 Secaucus train collision,"February 9, 1996 8:40 a.m. (EST)","Secaucus, New Jersey", 40.7520167; -74.0699167,Signal passed at danger due to color blindness of train engineer,3
181,1996,/wiki/1996_Stafford_rail_crash,https://en.wikipedia.org//wiki/1996_Stafford_rail_crash,"{'Date': '8 March 1996 23:08[1]', 'Accident title': '1996 Stafford rail crash', 'Location': 'Stafford, Staffordshire', 'Country': 'England', 'Line': 'West Coast Main Line', 'Operator': 'Rail Express SystemsTransrail', 'Cause': 'Axle failure', 'Trains': '2', 'Deaths': '1', 'Injured': '20'}",1996 Stafford rail crash,8 March 1996 23:08[1],"Stafford, Staffordshire",,Axle failure,1
181,1996,/wiki/Brahmaputra_Mail_train_bombing,https://en.wikipedia.org//wiki/Brahmaputra_Mail_train_bombing,No infobox,,,,,,
181,1996,/wiki/1996_Channel_Tunnel_fire,https://en.wikipedia.org//wiki/1996_Channel_Tunnel_fire,"{'Date': '18 November 1996 21:48 CET', 'Accident title': '1996 Channel Tunnel fire', 'Location': 'Channel Tunnel19\xa0mi (31\xa0km) north west from Sangatte', 'Country': 'between England and France', 'Operator': 'Eurotunnel', 'Incident type': 'fire', 'Trains': '1', 'Passengers': '31', 'Crew': '3', 'Deaths': '0', 'Injured': '2', 'Damage': 'Substantial damage to tunnel infrastructure'}",1996 Channel Tunnel fire,18 November 1996 21:48 CET,Channel Tunnel19 mi (31 km) north west from Sangatte,,,0
181,1996,/wiki/Hines_Hill_train_collision,https://en.wikipedia.org//wiki/Hines_Hill_train_collision,"{'Date': '14 January 1996', 'Accident title': 'Hines Hill train collision', 'Location': 'Hines Hill, Western Australia', 'Country': 'Australia', 'Operator': 'National Rail Corporation', 'Incident type': 'Collision', 'Cause': 'Signal passed at danger', 'Trains': '2', 'Deaths': '2'}",Hines Hill train collision,14 January 1996,"Hines Hill, Western Australia",,Signal passed at danger,2
181,1996,/wiki/Jokela_rail_accident,https://en.wikipedia.org//wiki/Jokela_rail_accident,"{'Date': '21 April 1996 07:08 (EEST)', 'Accident title': 'Jokela rail accident', 'Location': 'Jokela, Tuusula50\xa0km (31\xa0mi) N from Helsinki', 'Coordinates': '60°33′16″N 024°58′02″E\ufeff / \ufeff60.55444°N 24.96722°E\ufeff / 60.55444; 24.96722Coordinates: 60°33′16″N 024°58′02″E\ufeff / \ufeff60.55444°N 24.96722°E\ufeff / 60.55444; 24.96722', 'Country': 'Finland', 'Line': 'Helsinki–Riihimäki railway', 'Operator': 'VR Group', 'Incident type': 'Derailment', 'Cause': 'Excessive speed', 'Trains': '1', 'Passengers': '139', 'Deaths': '4', 'Injured': '75'}",Jokela rail accident,21 April 1996 07:08 (EEST),"Jokela, Tuusula50 km (31 mi) N from Helsinki", 60.55444; 24.96722,Excessive speed,4
181,1996,/wiki/1996_Maryland_train_collision,https://en.wikipedia.org//wiki/1996_Maryland_train_collision,"{'Date': 'February 16, 1996 5:39\xa0pm', 'Accident title': '1996 Maryland train collision', 'Location': 'Silver Spring, Maryland, U.S.', 'Coordinates': '39°00′03″N 77°02′32″W\ufeff / \ufeff39.0008°N 77.0423°W\ufeff / 39.0008; -77.0423', 'Country': 'United States', 'Operator': 'MARCAmtrak', 'Incident type': 'Collision', 'Cause': 'Signal passed at danger due to driver error of the MARC train, having forgotten to comply with the requirements of an approach signal.', 'Trains': '2', 'Passengers': '184', 'Deaths': '11', 'Injured': '26'}",1996 Maryland train collision,"February 16, 1996 5:39 pm","Silver Spring, Maryland, U.S.", 39.0008; -77.0423,"Signal passed at danger due to driver error of the MARC train, having forgotten to comply with the requirements of an approach signal.",11
181,1996,/wiki/Watford_rail_crash,https://en.wikipedia.org//wiki/Watford_rail_crash,"{'Date': '8 August 1996 17:24', 'Accident title': 'Watford rail crash', 'Location': 'Watford', 'Country': 'England', 'Line': 'West Coast Main Line', 'Operator': 'Network SouthEast', 'Owner': 'Railtrack', 'Cause': 'Signal passed at danger', 'Trains': '2', 'Deaths': '1', 'Injured': '69'}",Watford rail crash,8 August 1996 17:24,Watford,,Signal passed at danger,1
181,1996,"/wiki/Weyauwega,_Wisconsin,_derailment","https://en.wikipedia.org//wiki/Weyauwega,_Wisconsin,_derailment","{'Date': 'March\xa04,\xa01996\xa0(1996-03-04) 05:49 CST', 'Accident title': 'Weyauwega, Wisconsin, derailment', 'Location': 'Weyauwega, Wisconsin', 'Coordinates': 'Coordinates: 44°19′47.5″N 88°55′59.6″W\ufeff / \ufeff44.329861°N 88.933222°W\ufeff / 44.329861; -88.933222', 'Country': 'United States', 'Operator': 'Wisconsin Central Ltd.', 'Incident type': 'Derailment of a freight train due to a broken rail', 'Trains': '1', 'Deaths': '0', 'Damage': 'train cars and a feed mill destroyed by fire; 2,700 people evacuated for 16 days'}","Weyauwega, Wisconsin, derailment","March 4, 1996 (1996-03-04) 05:49 CST","Weyauwega, Wisconsin", 44.329861; -88.933222,,0
182,1997,/wiki/Beresfield_railway_station,https://en.wikipedia.org//wiki/Beresfield_railway_station,not a train accident,,,,,,
182,1997,/wiki/Southall_rail_crash,https://en.wikipedia.org//wiki/Southall_rail_crash,"{'Date': '19 September 1997 13:20', 'Accident title': 'Southall rail crash', 'Location': 'Southall', 'Country': 'England', 'Line': 'Great Western Main Line', 'Operator': 'Great Western Trains (InterCity 125), Hanson (freight train)', 'Cause': 'Signal passed at danger', 'Trains': '2', 'Passengers': '212', 'Deaths': '7', 'Injured': '139'}",Southall rail crash,19 September 1997 13:20,Southall,,Signal passed at danger,7
